Point Num.,Point Desc.,X,Y,Target Ht.,Max Ht.,Exceeds By,Layer
9118,BVvBx,24.9817,17.152,3.37484,0.0,3.37484,0,
9118,BVvBx,24.9817,17.152,3.37484,0.0,3.37484,0,
9114,RpcsQ,20.238,15.1635,16.2244,0.0,16.2244,0,
9112,nAiFW,15.0226,16.4328,12.4201,0.0,12.4201,0,
9111,tSqVA,20.0729,13.7543,10.9399,0.0,10.9399,0,
9110,MhuKW,15.9135,16.3805,4.77834,0.0,4.77834,0,
9109,RkVtP,19.0131,12.7122,7.29185,0.0,7.29185,0,
9108,UQMTN,17.7599,17.8421,7.87766,0.0,7.87766,0,
9107,anILP,15.3421,17.0124,2.50515,0.0,2.50515,0,
9106,VadgC,21.4731,17.5173,5.35177,0.0,5.35177,0,
9102,mCRgZ,20.9623,17.5717,8.70592,0.0,8.70592,0,
9098,fUfom,25.4101,17.3514,9.97305,0.0,9.97305,0,
9098,fUfom,25.4101,17.3514,9.97305,0.0,9.97305,0,
9096,zbcjk,20.3946,17.7773,2.86284,0.0,2.86284,0,
9096,zbcjk,20.3946,17.7773,2.86284,0.0,2.86284,0,
9095,SHPAh,20.5645,15.9374,4.72138,0.0,4.72138,0,
9092,gAMNw,20.887,12.0938,12.2772,0.0,12.2772,0,
9091,nOYMR,25.6533,14.5425,3.30307,0.0,3.30307,0,
9091,nOYMR,25.6533,14.5425,3.30307,0.0,3.30307,0,
9085,IylPY,23.9052,14.4239,9.71791,0.0,9.71791,0,
9085,IylPY,23.9052,14.4239,9.71791,0.0,9.71791,0,
9084,SGLzJ,24.9413,15.3981,2.53932,0.0,2.53932,0,
9084,SGLzJ,24.9413,15.3981,2.53932,0.0,2.53932,0,
9083,CQnRt,22.1807,17.543,5.52289,0.0,5.52289,0,
9083,CQnRt,22.1807,17.543,5.52289,0.0,5.52289,0,
9080,fDfXl,22.1321,13.2133,5.35126,0.0,5.35126,0,
9080,fDfXl,22.1321,13.2133,5.35126,0.0,5.35126,0,
9078,XvVql,18.5653,17.745,19.6058,0.0,19.6058,0,
9077,MSSKY,21.2897,12.2027,19.366,0.0,19.366,0,
9077,MSSKY,21.2897,12.2027,19.366,0.0,19.366,0,
9076,bBzeK,24.1515,14.1828,5.23472,0.0,5.23472,0,
9076,bBzeK,24.1515,14.1828,5.23472,0.0,5.23472,0,
9074,bpDlf,24.4243,16.2097,17.6961,0.0,17.6961,0,
9074,bpDlf,24.4243,16.2097,17.6961,0.0,17.6961,0,
9073,RtPhY,24.426,14.8036,8.08714,0.0,8.08714,0,
9073,RtPhY,24.426,14.8036,8.08714,0.0,8.08714,0,
9072,TlNrj,25.2616,14.6172,13.9389,0.0,13.9389,0,
9072,TlNrj,25.2616,14.6172,13.9389,0.0,13.9389,0,
9071,hwiKv,23.9695,16.5545,17.2125,0.0,17.2125,0,
9071,hwiKv,23.9695,16.5545,17.2125,0.0,17.2125,0,
9070,ThDvC,24.8145,12.0612,2.02269,0.0,2.02269,0,
9070,ThDvC,24.8145,12.0612,2.02269,0.0,2.02269,0,
9069,PMxnw,21.7968,15.6359,9.68445,0.0,9.68445,0,
9068,nlJQK,22.0103,14.9711,19.3432,0.0,19.3432,0,
9066,JqipM,23.0143,16.2715,14.309,0.0,14.309,0,
9065,pbbQD,21.0222,16.9732,14.5977,0.0,14.5977,0,
9064,SKEZT,25.9749,16.4808,9.1478,0.0,9.1478,0,
9064,SKEZT,25.9749,16.4808,9.1478,0.0,9.1478,0,
9063,AnntP,24.4302,17.8964,17.871,0.0,17.871,0,
9063,AnntP,24.4302,17.8964,17.871,0.0,17.871,0,
9062,BOkEJ,24.7043,14.141,5.81587,0.0,5.81587,0,
9062,BOkEJ,24.7043,14.141,5.81587,0.0,5.81587,0,
9060,ubOis,19.3143,13.9678,7.9849,0.0,7.9849,0,
9058,TeGhl,19.1064,13.2132,1.63905,0.0,1.63905,0,
9057,vWKuf,24.669,13.7635,15.8442,0.0,15.8442,0,
9057,vWKuf,24.669,13.7635,15.8442,0.0,15.8442,0,
9056,xTZIS,22.0088,12.1267,13.5758,0.0,13.5758,0,
9054,zOsIt,22.5045,16.9975,1.95886,0.0,1.95886,0,
9054,zOsIt,22.5045,16.9975,1.95886,0.0,1.95886,0,
9053,puUEh,23.8785,16.7711,3.76458,0.0,3.76458,0,
9052,yAIGv,23.7158,17.0617,18.635,0.0,18.635,0,
9052,yAIGv,23.7158,17.0617,18.635,0.0,18.635,0,
9050,NLoeD,25.2125,13.3747,6.28287,0.0,6.28287,0,
9050,NLoeD,25.2125,13.3747,6.28287,0.0,6.28287,0,
9050,NLoeD,25.2125,13.3747,6.28287,0.0,6.28287,0,
9048,UIPGG,15.6626,17.2819,7.9766,0.0,7.9766,0,
9047,CnFtQ,24.1911,15.4101,18.95,0.0,18.95,0,
9047,CnFtQ,24.1911,15.4101,18.95,0.0,18.95,0,
9046,MEbWC,22.0878,16.2986,2.5393,0.0,2.5393,0,
9045,futPK,24.1347,14.3151,13.2764,0.0,13.2764,0,
9045,futPK,24.1347,14.3151,13.2764,0.0,13.2764,0,
9043,vgRSY,19.3871,13.7599,13.5214,0.0,13.5214,0,
9042,zqeYi,24.5798,13.5959,5.70281,0.0,5.70281,0,
9042,zqeYi,24.5798,13.5959,5.70281,0.0,5.70281,0,
9041,jsTyd,20.5654,17.768,2.37862,0.0,2.37862,0,
9041,jsTyd,20.5654,17.768,2.37862,0.0,2.37862,0,
9040,JfvCQ,21.947,16.8435,1.85429,0.0,1.85429,0,
9040,JfvCQ,21.947,16.8435,1.85429,0.0,1.85429,0,
9039,XcjEp,22.8443,12.8318,10.2045,0.0,10.2045,0,
9039,XcjEp,22.8443,12.8318,10.2045,0.0,10.2045,0,
9038,ddKPT,22.4128,13.6274,19.4853,0.0,19.4853,0,
9038,ddKPT,22.4128,13.6274,19.4853,0.0,19.4853,0,
9036,woFoF,25.4039,17.2873,0.0866614,0.0,0.0866614,0,
9036,woFoF,25.4039,17.2873,0.0866614,0.0,0.0866614,0,
9035,VKtXC,23.715,12.4191,16.8017,0.0,16.8017,0,
9035,VKtXC,23.715,12.4191,16.8017,0.0,16.8017,0,
9033,bTmEP,22.4061,13.4527,14.0007,0.0,14.0007,0,
9033,bTmEP,22.4061,13.4527,14.0007,0.0,14.0007,0,
9032,TQAdL,21.5104,15.6455,9.73304,0.0,9.73304,0,
9031,OCVuZ,20.0933,17.4495,5.99384,0.0,5.99384,0,
9030,ZHFKJ,22.5305,12.2257,1.61569,0.0,1.61569,0,
9029,ZBIIg,24.1165,13.3965,11.7514,0.0,11.7514,0,
9029,ZBIIg,24.1165,13.3965,11.7514,0.0,11.7514,0,
9028,WRsTs,23.2597,15.6167,6.59785,0.0,6.59785,0,
9027,eTCPY,19.4363,12.424,3.37485,0.0,3.37485,0,
9026,tgtPW,24.6432,17.0748,16.4719,0.0,16.4719,0,
9026,tgtPW,24.6432,17.0748,16.4719,0.0,16.4719,0,
9026,tgtPW,24.6432,17.0748,16.4719,0.0,16.4719,0,
9025,MzAUF,22.2917,16.5104,17.5974,0.0,17.5974,0,
9024,bKZKJ,25.4853,15.4688,14.5814,0.0,14.5814,0,
9024,bKZKJ,25.4853,15.4688,14.5814,0.0,14.5814,0,
9023,iximq,22.5828,15.8426,18.224,0.0,18.224,0,
9018,IbZvs,24.6715,13.7944,5.35641,0.0,5.35641,0,
9018,IbZvs,24.6715,13.7944,5.35641,0.0,5.35641,0,
9017,mjfjy,20.3095,13.2653,17.728,0.0,17.728,0,
9016,YQiVk,24.5137,17.4078,13.9897,0.0,13.9897,0,
9016,YQiVk,24.5137,17.4078,13.9897,0.0,13.9897,0,
9016,YQiVk,24.5137,17.4078,13.9897,0.0,13.9897,0,
9015,tLTHh,16.4966,16.6429,5.72543,0.0,5.72543,0,
9014,GXiIN,22.9489,14.4218,6.8109,0.0,6.8109,0,
9014,GXiIN,22.9489,14.4218,6.8109,0.0,6.8109,0,
9013,ulXjH,23.8814,16.9124,19.1405,0.0,19.1405,0,
9012,EcRMU,25.8891,14.9845,10.7472,0.0,10.7472,0,
9012,EcRMU,25.8891,14.9845,10.7472,0.0,10.7472,0,
9011,LvEAG,21.9643,13.8973,18.3263,0.0,18.3263,0,
9009,tddJY,20.9421,14.3423,0.181557,0.0,0.181557,0,
9008,IDjkk,25.1689,17.9563,5.25125,0.0,5.25125,0,
9008,IDjkk,25.1689,17.9563,5.25125,0.0,5.25125,0,
9007,SIcvN,18.1049,17.3384,9.3162,0.0,9.3162,0,
9005,tXCeL,24.5157,12.7116,9.16216,0.0,9.16216,0,
9005,tXCeL,24.5157,12.7116,9.16216,0.0,9.16216,0,
9004,tzeaV,22.6007,12.1597,11.1868,0.0,11.1868,0,
9001,wyEeF,21.7483,15.9524,0.592083,0.0,0.592083,0,
9000,GmVVZ,23.8585,13.1131,19.8755,0.0,19.8755,0,
9000,GmVVZ,23.8585,13.1131,19.8755,0.0,19.8755,0,
8999,bWtsm,22.3044,14.4189,8.49511,0.0,8.49511,0,
8998,awhFm,22.7083,13.5531,14.6917,0.0,14.6917,0,
8998,awhFm,22.7083,13.5531,14.6917,0.0,14.6917,0,
8997,xJgnH,23.1264,13.586,1.2257,0.0,1.2257,0,
8997,xJgnH,23.1264,13.586,1.2257,0.0,1.2257,0,
8996,hGQDo,21.4623,12.0785,1.91391,0.0,1.91391,0,
8995,zJQBa,22.7339,16.3536,4.14353,0.0,4.14353,0,
8994,DoQZd,20.543,15.3324,19.4932,0.0,19.4932,0,
8992,FHsCg,24.451,12.4445,7.71409,0.0,7.71409,0,
8992,FHsCg,24.451,12.4445,7.71409,0.0,7.71409,0,
8989,erNCc,22.5032,15.2237,12.6882,0.0,12.6882,0,
8988,mtdcQ,24.2172,17.2331,0.895457,0.0,0.895457,0,
8988,mtdcQ,24.2172,17.2331,0.895457,0.0,0.895457,0,
8986,toXvm,19.7522,13.3893,17.8383,0.0,17.8383,0,
8985,Imauo,22.8626,17.0512,9.4391,0.0,9.4391,0,
8985,Imauo,22.8626,17.0512,9.4391,0.0,9.4391,0,
8983,UWpDL,22.6859,16.1925,2.68217,0.0,2.68217,0,
8982,iTAGt,15.7844,16.8741,16.0492,0.0,16.0492,0,
8981,wFlSH,19.543,13.1831,5.88299,0.0,5.88299,0,
8980,XKNdN,23.5947,12.7544,10.9063,0.0,10.9063,0,
8980,XKNdN,23.5947,12.7544,10.9063,0.0,10.9063,0,
8978,RWJAZ,16.196,17.1825,12.4418,0.0,12.4418,0,
8977,HxAnG,20.4743,14.1147,14.9201,0.0,14.9201,0,
8975,VepyS,20.4691,15.1607,9.0324,0.0,9.0324,0,
8974,kWYJL,22.806,13.6799,7.64161,0.0,7.64161,0,
8974,kWYJL,22.806,13.6799,7.64161,0.0,7.64161,0,
8972,Zrili,21.6946,15.829,11.6661,0.0,11.6661,0,
8967,IiEtP,24.1092,13.9428,7.70642,0.0,7.70642,0,
8967,IiEtP,24.1092,13.9428,7.70642,0.0,7.70642,0,
8966,BvXPk,23.5613,16.0981,13.7231,0.0,13.7231,0,
8965,gZglQ,20.4691,14.2054,2.81997,0.0,2.81997,0,
8961,kwZUp,16.9485,16.3058,14.2501,0.0,14.2501,0,
8960,vaHnO,25.5348,14.7626,14.9137,0.0,14.9137,0,
8960,vaHnO,25.5348,14.7626,14.9137,0.0,14.9137,0,
8958,WEMIa,25.2582,16.4336,11.7442,0.0,11.7442,0,
8958,WEMIa,25.2582,16.4336,11.7442,0.0,11.7442,0,
8956,qvBUO,23.0628,17.1321,11.8536,0.0,11.8536,0,
8956,qvBUO,23.0628,17.1321,11.8536,0.0,11.8536,0,
8955,rXPsa,24.619,16.4269,16.4139,0.0,16.4139,0,
8955,rXPsa,24.619,16.4269,16.4139,0.0,16.4139,0,
8954,QEMbt,18.4198,16.6568,12.29,0.0,12.29,0,
8952,yxoAD,20.3776,14.1224,19.504,0.0,19.504,0,
8951,nopKR,23.1316,15.4121,7.96476,0.0,7.96476,0,
8948,yDPnR,20.8869,14.6584,16.3971,0.0,16.3971,0,
8947,tZaHK,18.8841,12.2394,6.27486,0.0,6.27486,0,
8944,UhJtW,20.9053,15.8122,15.5245,0.0,15.5245,0,
8943,NBkyq,21.4163,16.6148,10.1841,0.0,10.1841,0,
8942,fcIOI,18.4616,17.6782,17.8676,0.0,17.8676,0,
8941,hIHlL,21.7332,13.3503,18.3672,0.0,18.3672,0,
8940,hjuLM,24.5484,16.754,3.48978,0.0,3.48978,0,
8940,hjuLM,24.5484,16.754,3.48978,0.0,3.48978,0,
8939,JriMf,25.5735,13.8671,16.0153,0.0,16.0153,0,
8939,JriMf,25.5735,13.8671,16.0153,0.0,16.0153,0,
8939,JriMf,25.5735,13.8671,16.0153,0.0,16.0153,0,
8938,rLjSS,19.5943,16.7525,18.7116,0.0,18.7116,0,
8937,LHRwp,21.8776,13.3991,11.4633,0.0,11.4633,0,
8936,RZsgb,23.4435,14.2197,17.8339,0.0,17.8339,0,
8936,RZsgb,23.4435,14.2197,17.8339,0.0,17.8339,0,
8935,Grfgj,24.0882,17.7874,7.30387,0.0,7.30387,0,
8935,Grfgj,24.0882,17.7874,7.30387,0.0,7.30387,0,
8933,yPBoW,20.8657,13.9011,14.7798,0.0,14.7798,0,
8932,AmZUL,20.2059,13.1844,3.73014,0.0,3.73014,0,
8931,UtUCH,23.0591,13.6995,16.1596,0.0,16.1596,0,
8931,UtUCH,23.0591,13.6995,16.1596,0.0,16.1596,0,
8930,EIsGg,24.2443,16.4864,13.8664,0.0,13.8664,0,
8930,EIsGg,24.2443,16.4864,13.8664,0.0,13.8664,0,
8929,stgQS,18.7462,16.7709,1.73705,0.0,1.73705,0,
8926,qWQDe,23.3839,16.1846,15.1219,0.0,15.1219,0,
8924,Kcthk,21.9053,16.298,13.5588,0.0,13.5588,0,
8923,QrGcw,20.729,17.6915,12.9091,0.0,12.9091,0,
8922,NFmLR,25.2915,14.4459,15.2996,0.0,15.2996,0,
8922,NFmLR,25.2915,14.4459,15.2996,0.0,15.2996,0,
8920,JVnoL,24.5847,16.1411,6.33408,0.0,6.33408,0,
8920,JVnoL,24.5847,16.1411,6.33408,0.0,6.33408,0,
8918,TYdzg,23.7049,13.4755,8.12337,0.0,8.12337,0,
8918,TYdzg,23.7049,13.4755,8.12337,0.0,8.12337,0,
8916,FIWmT,16.5314,17.4205,2.93098,0.0,2.93098,0,
8914,CZRSQ,25.0497,14.8498,15.8187,0.0,15.8187,0,
8914,CZRSQ,25.0497,14.8498,15.8187,0.0,15.8187,0,
8913,pVzgy,21.3177,17.1662,0.685678,0.0,0.685678,0,
8913,pVzgy,21.3177,17.1662,0.685678,0.0,0.685678,0,
8909,fPUpl,20.9427,15.9594,5.43251,0.0,5.43251,0,
8907,WxEOy,18.7381,17.0983,5.20074,0.0,5.20074,0,
8906,YIXUy,25.1739,13.3884,0.311194,0.0,0.311194,0,
8906,YIXUy,25.1739,13.3884,0.311194,0.0,0.311194,0,
8906,YIXUy,25.1739,13.3884,0.311194,0.0,0.311194,0,
8905,EmEyY,19.6958,14.3001,12.8407,0.0,12.8407,0,
8903,aeWgF,24.8385,15.556,15.3975,0.0,15.3975,0,
8903,aeWgF,24.8385,15.556,15.3975,0.0,15.3975,0,
8902,MmaOI,18.5694,16.569,2.13058,0.0,2.13058,0,
8900,OHRQY,18.6217,16.9267,10.4307,0.0,10.4307,0,
8899,KXrTt,20.1999,14.7689,13.2323,0.0,13.2323,0,
8898,yngNE,24.4653,12.8782,13.7727,0.0,13.7727,0,
8898,yngNE,24.4653,12.8782,13.7727,0.0,13.7727,0,
8896,FolVm,22.1565,15.9123,19.4254,0.0,19.4254,0,
8894,KqIfs,21.508,14.9572,5.10037,0.0,5.10037,0,
8893,UfZSH,25.2955,13.386,8.97185,0.0,8.97185,0,
8893,UfZSH,25.2955,13.386,8.97185,0.0,8.97185,0,
8893,UfZSH,25.2955,13.386,8.97185,0.0,8.97185,0,
8892,DMAjf,22.3313,13.701,0.578479,0.0,0.578479,0,
8892,DMAjf,22.3313,13.701,0.578479,0.0,0.578479,0,
8890,XyvqN,23.227,14.3004,14.0223,0.0,14.0223,0,
8890,XyvqN,23.227,14.3004,14.0223,0.0,14.0223,0,
8889,zbdEW,23.3699,13.986,0.0445441,0.0,0.0445441,0,
8889,zbdEW,23.3699,13.986,0.0445441,0.0,0.0445441,0,
8888,CrbqY,20.317,17.6421,16.3531,0.0,16.3531,0,
8887,dauAI,17.8157,17.1514,16.332,0.0,16.332,0,
8886,nrCPp,20.4021,15.25,7.77139,0.0,7.77139,0,
8884,sVGLc,21.8582,14.8338,1.26678,0.0,1.26678,0,
8883,SHpxz,19.7776,17.9432,16.1013,0.0,16.1013,0,
8883,SHpxz,19.7776,17.9432,16.1013,0.0,16.1013,0,
8882,sigDN,23.6901,17.616,4.75463,0.0,4.75463,0,
8882,sigDN,23.6901,17.616,4.75463,0.0,4.75463,0,
8881,IBYyc,17.4948,17.7377,12.1068,0.0,12.1068,0,
8879,gxeCT,19.8938,12.8095,15.2546,0.0,15.2546,0,
8876,daGjN,20.9429,12.3074,16.8444,0.0,16.8444,0,
8875,mrKtA,22.7783,14.3558,14.2546,0.0,14.2546,0,
8875,mrKtA,22.7783,14.3558,14.2546,0.0,14.2546,0,
8873,hrwNP,25.4344,15.9907,2.631,0.0,2.631,0,
8873,hrwNP,25.4344,15.9907,2.631,0.0,2.631,0,
8872,LurOC,25.4899,17.2301,17.0851,0.0,17.0851,0,
8872,LurOC,25.4899,17.2301,17.0851,0.0,17.0851,0,
8870,ceCAW,18.8753,13.3753,16.5192,0.0,16.5192,0,
8869,LYebW,20.1703,13.498,18.4369,0.0,18.4369,0,
8865,IrqUn,23.5066,16.6057,18.4202,0.0,18.4202,0,
8863,XmXIS,17.5085,16.8632,18.3164,0.0,18.3164,0,
8861,AzWjq,25.3109,12.461,16.2353,0.0,16.2353,0,
8861,AzWjq,25.3109,12.461,16.2353,0.0,16.2353,0,
8860,guudF,20.5726,15.7196,11.5269,0.0,11.5269,0,
8858,Blvsj,22.4057,14.5632,19.0092,0.0,19.0092,0,
8857,IBKSg,20.6184,14.815,3.6737,0.0,3.6737,0,
8856,UVSVX,25.9587,15.0489,19.789,0.0,19.789,0,
8856,UVSVX,25.9587,15.0489,19.789,0.0,19.789,0,
8853,gRisE,21.3622,13.0859,18.6049,0.0,18.6049,0,
8852,GcMXo,25.9058,16.4396,11.6769,0.0,11.6769,0,
8852,GcMXo,25.9058,16.4396,11.6769,0.0,11.6769,0,
8851,FNvYW,22.957,14.1828,8.96964,0.0,8.96964,0,
8851,FNvYW,22.957,14.1828,8.96964,0.0,8.96964,0,
8850,IMvYQ,24.1074,17.3455,2.5622,0.0,2.5622,0,
8850,IMvYQ,24.1074,17.3455,2.5622,0.0,2.5622,0,
8848,KiCOZ,18.2471,12.3287,10.545,0.0,10.545,0,
8847,YtjCk,19.6584,14.5029,2.14428,0.0,2.14428,0,
8846,NZEVL,17.0314,16.9849,0.618181,0.0,0.618181,0,
8845,fJlvh,25.8848,14.2511,17.8167,0.0,17.8167,0,
8845,fJlvh,25.8848,14.2511,17.8167,0.0,17.8167,0,
8845,fJlvh,25.8848,14.2511,17.8167,0.0,17.8167,0,
8843,SnUhG,25.597,16.3156,7.93466,0.0,7.93466,0,
8843,SnUhG,25.597,16.3156,7.93466,0.0,7.93466,0,
8841,zNhox,24.3295,15.4982,8.17679,0.0,8.17679,0,
8841,zNhox,24.3295,15.4982,8.17679,0.0,8.17679,0,
8840,HUark,22.5834,13.8427,19.9443,0.0,19.9443,0,
8840,HUark,22.5834,13.8427,19.9443,0.0,19.9443,0,
8839,Dyhia,23.4585,14.9571,10.696,0.0,10.696,0,
8839,Dyhia,23.4585,14.9571,10.696,0.0,10.696,0,
8838,zvMdM,19.1511,13.5688,6.02571,0.0,6.02571,0,
8835,aOEhu,19.1437,12.3819,6.5305,0.0,6.5305,0,
8834,JoGUk,19.6597,16.594,7.77085,0.0,7.77085,0,
8830,KHYXy,21.8395,14.264,7.90779,0.0,7.90779,0,
8828,fAyIK,16.1195,16.4721,10.5417,0.0,10.5417,0,
8826,mdgVd,22.5712,13.386,2.03451,0.0,2.03451,0,
8826,mdgVd,22.5712,13.386,2.03451,0.0,2.03451,0,
8823,irpnt,22.1212,14.6419,13.3299,0.0,13.3299,0,
8822,suwHd,16.8189,16.8522,18.8642,0.0,18.8642,0,
8821,XRGjB,23.8082,17.0419,1.03084,0.0,1.03084,0,
8821,XRGjB,23.8082,17.0419,1.03084,0.0,1.03084,0,
8819,ceepJ,24.1848,14.0784,11.2687,0.0,11.2687,0,
8819,ceepJ,24.1848,14.0784,11.2687,0.0,11.2687,0,
8818,fobZR,21.528,14.1291,8.77926,0.0,8.77926,0,
8817,gwHhL,19.6591,12.0266,5.48288,0.0,5.48288,0,
8815,LjpGu,21.2833,13.0655,14.5675,0.0,14.5675,0,
8814,gEMJl,17.2302,16.675,0.550934,0.0,0.550934,0,
8811,tVlHN,24.551,14.3448,9.60347,0.0,9.60347,0,
8811,tVlHN,24.551,14.3448,9.60347,0.0,9.60347,0,
8808,PkqNz,22.484,13.6858,7.94965,0.0,7.94965,0,
8808,PkqNz,22.484,13.6858,7.94965,0.0,7.94965,0,
8806,jyuJM,19.5035,16.9978,16.198,0.0,16.198,0,
8805,rzHsG,25.4899,17.885,7.82965,0.0,7.82965,0,
8805,rzHsG,25.4899,17.885,7.82965,0.0,7.82965,0,
8804,OtRaX,16.7161,17.2526,15.345,0.0,15.345,0,
8802,NWVzz,25.3211,17.1776,11.438,0.0,11.438,0,
8802,NWVzz,25.3211,17.1776,11.438,0.0,11.438,0,
8802,NWVzz,25.3211,17.1776,11.438,0.0,11.438,0,
8801,dRLuh,25.6577,13.6619,6.81975,0.0,6.81975,0,
8801,dRLuh,25.6577,13.6619,6.81975,0.0,6.81975,0,
8801,dRLuh,25.6577,13.6619,6.81975,0.0,6.81975,0,
8800,dGVKY,23.2689,17.6194,2.37028,0.0,2.37028,0,
8800,dGVKY,23.2689,17.6194,2.37028,0.0,2.37028,0,
8798,WiNCz,21.3294,14.3891,17.7052,0.0,17.7052,0,
8797,ukaeV,19.3789,12.0061,5.60231,0.0,5.60231,0,
8795,YchmL,24.9154,16.1208,0.267677,0.0,0.267677,0,
8795,YchmL,24.9154,16.1208,0.267677,0.0,0.267677,0,
8794,HXoDI,22.6865,13.4921,14.0256,0.0,14.0256,0,
8794,HXoDI,22.6865,13.4921,14.0256,0.0,14.0256,0,
8793,ZpdKw,18.7055,17.1235,19.4577,0.0,19.4577,0,
8792,TaIxJ,19.6055,13.9999,6.91478,0.0,6.91478,0,
8791,fvzjL,24.7789,17.6738,18.1026,0.0,18.1026,0,
8791,fvzjL,24.7789,17.6738,18.1026,0.0,18.1026,0,
8791,fvzjL,24.7789,17.6738,18.1026,0.0,18.1026,0,
8790,QjLyg,17.3314,17.9526,15.9016,0.0,15.9016,0,
8789,CIOkh,16.9088,16.6835,16.4454,0.0,16.4454,0,
8788,BQGJl,21.5784,15.8285,0.0598578,0.0,0.0598578,0,
8785,PKdsI,16.8317,16.7967,3.49074,0.0,3.49074,0,
8783,tVbAR,19.1489,13.3359,18.7106,0.0,18.7106,0,
8782,bQgmD,20.8081,14.3031,17.9903,0.0,17.9903,0,
8780,HWPbz,22.9138,17.7758,9.99924,0.0,9.99924,0,
8780,HWPbz,22.9138,17.7758,9.99924,0.0,9.99924,0,
8777,NLsdZ,24.0085,17.3907,10.7437,0.0,10.7437,0,
8777,NLsdZ,24.0085,17.3907,10.7437,0.0,10.7437,0,
8776,KeFNB,22.6079,12.0488,9.64262,0.0,9.64262,0,
8775,ntEJC,25.6629,14.9694,3.36575,0.0,3.36575,0,
8775,ntEJC,25.6629,14.9694,3.36575,0.0,3.36575,0,
8772,qEXfS,23.9449,14.7628,12.2536,0.0,12.2536,0,
8772,qEXfS,23.9449,14.7628,12.2536,0.0,12.2536,0,
8771,RBGgR,22.5005,17.6499,15.5408,0.0,15.5408,0,
8771,RBGgR,22.5005,17.6499,15.5408,0.0,15.5408,0,
8770,BiurA,23.7935,17.2679,0.120373,0.0,0.120373,0,
8770,BiurA,23.7935,17.2679,0.120373,0.0,0.120373,0,
8769,psmMi,18.8121,17.5994,14.4617,0.0,14.4617,0,
8769,psmMi,18.8121,17.5994,14.4617,0.0,14.4617,0,
8768,qyBKT,23.2193,16.3017,9.09632,0.0,9.09632,0,
8764,aTjVf,21.1437,17.4497,15.8514,0.0,15.8514,0,
8762,dfFyr,23.761,16.0566,11.7534,0.0,11.7534,0,
8762,dfFyr,23.761,16.0566,11.7534,0.0,11.7534,0,
8761,YGzEI,21.6888,13.9973,14.445,0.0,14.445,0,
8758,mVZiP,21.344,17.9033,4.56899,0.0,4.56899,0,
8758,mVZiP,21.344,17.9033,4.56899,0.0,4.56899,0,
8757,yQatg,22.6984,14.6772,13.6385,0.0,13.6385,0,
8754,HwNxW,18.9867,16.6707,9.37707,0.0,9.37707,0,
8753,CpFFx,20.8964,15.022,16.429,0.0,16.429,0,
8751,MNIAg,22.8627,17.359,6.68751,0.0,6.68751,0,
8751,MNIAg,22.8627,17.359,6.68751,0.0,6.68751,0,
8747,flCDK,25.8413,17.5201,6.29237,0.0,6.29237,0,
8747,flCDK,25.8413,17.5201,6.29237,0.0,6.29237,0,
8745,LYMSI,18.2555,17.3768,12.139,0.0,12.139,0,
8744,CjMkI,24.1413,15.2635,11.8297,0.0,11.8297,0,
8744,CjMkI,24.1413,15.2635,11.8297,0.0,11.8297,0,
8743,hWYoM,22.0223,17.9659,7.19833,0.0,7.19833,0,
8743,hWYoM,22.0223,17.9659,7.19833,0.0,7.19833,0,
8743,hWYoM,22.0223,17.9659,7.19833,0.0,7.19833,0,
8738,zdiBY,19.4143,17.7876,0.74423,0.0,0.74423,0,
8738,zdiBY,19.4143,17.7876,0.74423,0.0,0.74423,0,
8737,uxdGh,22.1534,15.159,3.71583,0.0,3.71583,0,
8736,dpMLG,19.1925,16.8461,3.42842,0.0,3.42842,0,
8735,ebIZg,21.8971,14.0289,3.7295,0.0,3.7295,0,
8734,PRTLB,19.7554,12.558,4.62242,0.0,4.62242,0,
8732,hQisX,21.1876,13.5508,8.13223,0.0,8.13223,0,
8731,aDDyc,19.7621,12.8891,19.7822,0.0,19.7822,0,
8730,RBivR,21.3732,13.0087,4.66909,0.0,4.66909,0,
8726,IXqnn,25.17,12.138,14.2783,0.0,14.2783,0,
8726,IXqnn,25.17,12.138,14.2783,0.0,14.2783,0,
8725,FUmmv,22.9014,14.1862,11.3206,0.0,11.3206,0,
8725,FUmmv,22.9014,14.1862,11.3206,0.0,11.3206,0,
8724,iaBPv,24.0629,12.3414,13.066,0.0,13.066,0,
8721,TsJHb,24.8049,17.5875,14.7624,0.0,14.7624,0,
8721,TsJHb,24.8049,17.5875,14.7624,0.0,14.7624,0,
8721,TsJHb,24.8049,17.5875,14.7624,0.0,14.7624,0,
8720,QXrJM,21.3064,14.4393,12.722,0.0,12.722,0,
8715,fqnkZ,17.4686,16.9651,18.0936,0.0,18.0936,0,
8714,IQNrZ,20.4362,14.8457,5.95191,0.0,5.95191,0,
8713,btrhz,24.3796,12.1248,19.4673,0.0,19.4673,0,
8713,btrhz,24.3796,12.1248,19.4673,0.0,19.4673,0,
8712,BiHkc,22.8139,12.9282,6.9437,0.0,6.9437,0,
8712,BiHkc,22.8139,12.9282,6.9437,0.0,6.9437,0,
8709,BMSyT,24.5598,17.7178,8.43081,0.0,8.43081,0,
8709,BMSyT,24.5598,17.7178,8.43081,0.0,8.43081,0,
8707,ytSdH,22.8289,14.1583,14.0547,0.0,14.0547,0,
8707,ytSdH,22.8289,14.1583,14.0547,0.0,14.0547,0,
